Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PHH,PHH Corp,12.62,$647.49M,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh
PHII,"PHI, Inc.",11.71,$185M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/phii
PHIIK,"PHI, Inc.",12.115,$191.39M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/phiik
PAHC,Phibro Animal Health Corporation,37.8,$1.52B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pahc
PM,Philip Morris International Inc,102.66,$159.45B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm
PSX,Phillips 66,93.58,$47.42B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx
PSXP,Phillips 66 Partners LP,49.77,$6.05B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/psxp
FENG,Phoenix New Media Limited,5.27,$376.98M,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/feng
PLAB,"Photronics, Inc.",9.2,$634.24M,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab
DOC,Physicians Realty Trust,17.34,$3.11B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc
PICO,PICO Holdings Inc.,19.05,$440.77M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
PDM,"Piedmont Office Realty Trust, Inc.",19.73,$2.87B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm
PIR,"Pier 1 Imports, Inc.",4.25,$356.11M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/pir
PIRS,"Pieris Pharmaceuticals, Inc.",4.96,$219.77M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/pirs
PPC,Pilgrim&#39;s Pride Corporation,31.38,$7.81B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/ppc
PCQ,PIMCO California Municipal Income Fund,17.18,$321.65M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcq
PCK,Pimco California Municipal Income Fund II,10.08,$322.18M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pck
PZC,PIMCO California Municipal Income Fund III,10.39,$230.98M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pzc
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",12,$138.81M,1993,n/a,n/a,http://www.nasdaq.com/symbol/pcm
PTY,Pimco Corporate & Income Opportunity Fund,16.88,$1.33B,2002,n/a,n/a,http://www.nasdaq.com/symbol/pty
PCN,Pimco Corporate & Income Stategy Fund,17.09,$669.29M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcn
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.76,$3.12B,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci
PDI,PIMCO Dynamic Income Fund,30.2,$1.5B,2012,n/a,n/a,http://www.nasdaq.com/symbol/pdi
PGP,Pimco Global Stocksplus & Income Fund,16.29,$174.53M,2005,n/a,n/a,http://www.nasdaq.com/symbol/pgp
PHK,Pimco High Income Fund,7.83,$1.01B,2003,n/a,n/a,http://www.nasdaq.com/symbol/phk
PKO,Pimco Income Opportunity Fund,26.14,$393.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pko
PFL,PIMCO Income Strategy Fund,12.0308,$305.71M,2003,n/a,n/a,http://www.nasdaq.com/symbol/pfl
PFN,PIMCO Income Strategy Fund II,10.71,$635.73M,2004,n/a,n/a,http://www.nasdaq.com/symbol/pfn
PMF,PIMCO Municipal Income Fund,13.14,$337.19M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pmf
PML,Pimco Municipal Income Fund II,13.17,$814.62M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pml
PMX,PIMCO Municipal Income Fund III,11.71,$384.26M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pmx
PNF,PIMCO New York Municipal Income Fund,12.92,$100.15M,2001,n/a,n/a,http://www.nasdaq.com/symbol/pnf
PNI,Pimco New York Municipal Income Fund II,12.13,$134.91M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pni
PYN,PIMCO New York Municipal Income Fund III,9.97,$56.85M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pyn
RCS,"PIMCO Strategic Income Fund, Inc.",9.19,$391.78M,1994,n/a,n/a,http://www.nasdaq.com/symbol/rcs
PME,Pingtan Marine Enterprise Ltd.,2.72,$215.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pme
PNK,"Pinnacle Entertainment, Inc.",26.25,$1.52B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pnk
PNFP,"Pinnacle Financial Partners, Inc.",66.4,$5.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp
PF,"Pinnacle Foods, Inc.",54.25,$6.46B,2013,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/pf
PNW,Pinnacle West Capital Corporation,89.12,$9.95B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw
HNW,Pioneer Diversified High Income Trust,16.13,$134.41M,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PES,Pioneer Energy Services Corp.,2.15,$167.1M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pes
PHD,Pioneer Floating Rate Trust,11.77,$291.17M,2004,n/a,n/a,http://www.nasdaq.com/symbol/phd
PHT,Pioneer High Income Trust,10,$292.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pht
MAV,Pioneer Municipal High Income Advantage Trust,11.26,$269.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mav
MHI,Pioneer Municipal High Income Trust,11.66,$265.51M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mhi
PXD,Pioneer Natural Resources Company,150.29,$25.56B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd
PPSI,"Pioneer Power Solutions, Inc.",7.55,$65.88M,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/ppsi
PJC,Piper Jaffray Companies,71.75,$1.08B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
PBI,Pitney Bowes Inc.,11.25,$2.1B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi
PBI^B,Pitney Bowes Inc.,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbi^b
PXLW,"Pixelworks, Inc.",5.46,$184.57M,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/pxlw
PJT,PJT Partners Inc.,38.2,$707.59M,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/pjt
PAA,"Plains All American Pipeline, L.P.",20.24,$14.67B,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa
PAGP,"Plains Group Holdings, L.P.",20.24,$3.11B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp
PLNT,"Planet Fitness, Inc.",26.82,$2.64B,2015,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plnt
PLPM,"Planet Payment, Inc.",4.475,$223.25M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/plpm
PLT,"Plantronics, Inc.",51.09,$1.69B,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt
PAH,Platform Specialty Products Corporation,10.4,$2.98B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah
PLG,Platinum Group Metals Ltd.,0.394,$58.5M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLYA,Playa Hotels & Resorts N.V.,10.18,$1.12B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plya
PHI,PLDT Inc.,33,$7.13B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi
PLXS,Plexus Corp.,60.04,$2.01B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
PLUG,"Plug Power, Inc.",2.86,$650.72M,1999,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/plug
PLBC,Plumas Bancorp,21.25,$107.38M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
PSTI,"Pluristem Therapeutics, Inc.",1.65,$163.26M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/psti
PLXP,PLx Pharma Inc.,6.55,$56.91M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/plxp
PGEM,"Ply Gem Holdings, Inc.",16,$1.1B,2013,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/pgem
PLYM,"Plymouth Industrial REIT, Inc.",17.85,$68.06M,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/plym
PLYM^A,"Plymouth Industrial REIT, Inc.",24.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plym^a
PNC,"PNC Financial Services Group, Inc. (The)",138.64,$65.97B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PNC.WS,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc.ws
PNC^P,"PNC Financial Services Group, Inc. (The)",28.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^p
PNC^Q,"PNC Financial Services Group, Inc. (The)",25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^q
PNM,"PNM Resources, Inc. (Holding Co.)",42.4,$3.38B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PBSK,"Poage Bankshares, Inc.",18.1,$63.75M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
PNTR,Pointer Telocation Ltd.,17.65,$141.8M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pntr
PCOM,"Points International, Ltd.",11.29,$166.34M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcom
POLA,"Polar Power, Inc.",5.16,$52.34M,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pola
PII,Polaris Industries Inc.,116.74,$7.3B,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
COOL,"PolarityTE, Inc.",26.69,$169.05M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
PLM,Polymet Mining Corp.,0.61,$194.72M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
POL,PolyOne Corporation,46.46,$3.75B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
POOL,Pool Corporation,121.3,$4.87B,1995,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/pool
POPE,Pope Resources,69.515,$303.5M,n/a,Consumer Non-Durables,Environmental Services,http://www.nasdaq.com/symbol/pope
BPOP,"Popular, Inc.",34.17,$3.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop
BPOPM,"Popular, Inc.",22.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
BPOPN,"Popular, Inc.",23.57,$282.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
PBIB,"Porter Bancorp, Inc.",13.35,$83.57M,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/pbib
POR,Portland General Electric Company,47.76,$4.26B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
PTLA,"Portola Pharmaceuticals, Inc.",51.57,$2.98B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
PKX,POSCO,72.49,$23.2B,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",78.88,$5.22B,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
POT,Potash Corporation of Saskatchewan Inc.,19.32,$16.23B,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot
PBPB,Potbelly Corporation,11.05,$277.64M,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pbpb
PCH,Potlatch Corporation,51.85,$2.11B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pch
POWL,"Powell Industries, Inc.",28.41,$324.69M,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/powl
POWI,"Power Integrations, Inc.",80.15,$2.38B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
PW,Power REIT,6.069,$11.09M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,26.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
PLW,PowerShares 1-30 Laddered Treasury Portfolio,32.7787,$188.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plw
PKW,PowerShares BuyBack Achievers Portfolio,55.91,$1.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pkw
PFM,PowerShares Dividend Achievers Portfolio,25.19,$312.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfm
PYZ,PowerShares DWA Basic Materials Momentum Portfolio,67.3259,$100.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pyz
PEZ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,48.33,$24.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pez
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,60.99,$67.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psl
PIZ,PowerShares DWA Developed Markets Momentum Portfolio,27.43,$233.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/piz
PIE,PowerShares DWA Emerging Markets Momentum Portfolio,19.52,$212.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pie
PXI,PowerShares DWA Energy Momentum Portfolio,36.99,$92.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pxi
PFI,PowerShares DWA Financial Momentum Portfolio,34.319,$73.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfi
PTH,PowerShares DWA Healthcare Momentum Portfolio,70.1177,$164.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pth
PRN,PowerShares DWA Industrials Momentum Portfolio,59.914,$119.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prn
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,30.48,$4.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwlv
PDP,PowerShares DWA Momentum Portfolio,50.8,$1.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdp
DWAQ,PowerShares DWA NASDAQ Momentum Portfolio,101.4822,$50.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwaq
DWAS,PowerShares DWA SmallCap Momentum Portfolio,47.69,$228.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwas
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,26.97,$111.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwin
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,28.3128,$67.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwtr
PTF,PowerShares DWA Technology Momenum Portfolio,54.1,$124.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptf
PUI,PowerShares DWA Utilities Momentum Portfolio,28.9776,$56.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pui
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,29.49,$134.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idlb
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,126.32,$1.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prfz
PAGG,PowerShares Global Agriculture Portfolio,26.6743,$22.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pagg
PSAU,PowerShares Global Gold & Precious Metals Portfolio,18.95,$30.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psau
PIO,PowerShares Global Water Portfolio,25.395,$201.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pio
PGJ,PowerShares Golden Dragon China Portfolio,42.93,$229.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,17.2,$879.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey
IPKW,PowerShares International BuyBack Achievers Portfolio,35.639,$199.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
PID,PowerShares International Dividend Achievers Portfolio,15.89,$869.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid
KBWB,PowerShares KBW Bank Portfolio,52.77,$947.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.23,$317.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,36.01,$374.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwy
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,59.655,$98.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwp
KBWR,PowerShares KBW Regional Banking Portfolio,55.037,$148.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwr
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.9699,$23.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldri
LALT,PowerShares Multi-Strategy Alternative Portfolio,21.18,$4.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
PNQI,PowerShares Nasdaq Internet Portfolio,114.06,$456.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,17.67,$618.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc
QQQ,"PowerShares QQQ Trust, Series 1",153.27,$56.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,29.785,$153.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uslb
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,55,$66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscd
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,72.3998,$54.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscc
PSCE,PowerShares S&P SmallCap Energy Portfolio,14.46,$49.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
PSCF,PowerShares S&P SmallCap Financials Portfolio,53.965,$253.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
PSCH,PowerShares S&P SmallCap Health Care Portfolio,90.6382,$240.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
PSCI,PowerShares S&P SmallCap Industrials Portfolio,61.8363,$98.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psci
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,77.91,$553.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
PSCM,PowerShares S&P SmallCap Materials Portfolio,51.025,$48.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscm
PSCU,PowerShares S&P SmallCap Utilities Portfolio,53.895,$51.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.22,$133.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
PHO,PowerShares Water Resources Portfolio,29.38,$874.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho
PPG,"PPG Industries, Inc.",116.53,$29.65B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.4,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,36.74,$25.2B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PYS,PPlus Trust,22.24,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.85,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PQG,PQ Group Holdings Inc.,15.84,$2.14B,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pqg
PRAA,"PRA Group, Inc.",28.975,$1.31B,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",83.43,$5.29B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
PRAN,Prana Biotechnology Ltd,3.35,$29.81M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
PX,"Praxair, Inc.",147.5,$42.23B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px
PRPO,"Precipio, Inc.",1.3942,$8.93M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/prpo
PDS,Precision Drilling Corporation,3.03,$888.51M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds
APTS,"Preferred Apartment Communities, Inc.",20.56,$671.67M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PFBC,Preferred Bank,61.26,$889.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,70.49,$360.63M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",20.25,$215.84M,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",32.12,$1.84B,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc
LENS,Presbia PLC,3.07,$52.69M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PSDO,"Presidio, Inc.",14.62,$1.33B,2017,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/psdo
PBIO,"Pressure BioSciences, Inc.",3.8,$4.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbio
PBH,"Prestige Brand Holdings, Inc.",42.99,$2.28B,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",11.3,$2.05B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg
PRGX,"PRGX Global, Inc.",7.375,$165.1M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",81.9,$2.49B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt
PBMD,Prima BioMed Ltd,2.15,$50.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
PNRG,PrimeEnergy Corporation,50,$109.47M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pnrg
PRI,"Primerica, Inc.",88.65,$3.98B,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PRMW,Primo Water Corporation,11.04,$329.74M,2010,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,28.03,$1.44B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim
PVAL,Principal Contrarian Value Index ETF,25.2,$3.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pval
PFG,Principal Financial Group Inc,68.32,$19.71B,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
BTEC,Principal Healthcare Innovators Index ETF,29.95,$8.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btec
GENY,Principal Millennials Index ETF,32.12,$9.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,30.82,$9.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pset
PGZ,Principal Real Estate Income Fund,17.23,$118.88M,2013,n/a,n/a,http://www.nasdaq.com/symbol/pgz
PY,Principal Shareholder Yield Index ETF,30.4,$7.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
PMOM,Principal Sustainable Momentum Index ETF,25.25,$3.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmom
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,25.23,$213.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usmc
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,30.479,$291.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
PRA,ProAssurance Corporation,57.25,$3.06B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),86.58,$219.65B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg
PDEX,"Pro-Dex, Inc.",7.2,$31.29M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",2.7757,$10.93M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,"Profire Energy, Inc.",1.83,$88.85M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,6.13,$430.75M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,42.11,$2.01B,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PGR,Progressive Corporation (The),50.15,$29.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",66.27,$35.26B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld
PFPT,"Proofpoint, Inc.",91.8,$4.12B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PUMP,ProPetro Holding Corp.,15.84,$1.32B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump
PRPH,"ProPhase Labs, Inc.",2.11,$26.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,3.9,$98.69M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
PRO,"PROS Holdings, Inc.",23.9,$762.58M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
EQRR,ProShares Equities for Rising Rates ETF,43.79,$17.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqrr
BIB,ProShares Ultra Nasdaq Biotechnology,55.07,$451.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,32.91,$44.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,132.68,$2.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,12,$6.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
